report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,,,,,,,,,,,,,,
12/31/2017,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,384350247,288497144,134329261,309090097,133910617,443000714,1.500,154503570,0.18210,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2018,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,388169121,395578770,31066508,412798894,134056828,546855722,1.400,151276952,0.16590,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2018,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,386541700,400524608,24493250,414792791,134056828,548849619,1.400,148325011,0.15030,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2018,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,386376274,400524608,24327824,420701440,134056828,554758267,1.400,154233659,0.14350,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,387257536,411703098,131228326,315208244,251145909,566354153,1.400,154651055,0.13440,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,384662060,411703098,128632850,333474099,251145909,584620008,1.400,172916910,0.13980,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,386433999,411703098,133387818,337152105,254128938,591281043,1.400,179577945,0.13720,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,381108709,415493060,128062528,329749285,257918900,587668186,1.400,172175125,0.12660,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,384612578,415493060,131566397,365370251,257918900,623289151,1.500,207796091,0.14010,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,383075344,426264079,176056122,263310325,314716878,578027204,1.400,151763125,0.10540,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,386731668,426264079,179712446,306758512,314716878,621475391,1.500,195211312,0.12390,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,394789709,446269916,167764650,349585087,314716878,664301965,1.500,218032049,0.12990,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,234157671,454064770,64603700,363304168,379982821,743286988,1.600,289222219,0.15340,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,231398270,458431894,57477176,384455434,423322832,807778266,1.800,349346372,0.16900,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,51ikvek9d9bwscyt82qb,"Nordic Capital Fund VIII, L.P.",6/7/2013,232209100,476652786,40067114,394690920,465832221,860523140,1.800,383870355,0.17470,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,5rbd4w103vpkxcslbr9j,"TPG Growth V, L.P.",2/5/2021,400000000,0,400000000,-3105637,0,-3105637,NA,-3105637,NA,Growth Equity,,,,,,,,,,,,,,
3/31/2021,5rbd4w103vpkxcslbr9j,"TPG Growth V, L.P.",2/5/2021,400000000,112628372,287371628,121320604,0,121320604,1.100,8692232,0.11110,Growth Equity,,,,,,,,,,,,,,
06/30/2021,5rbd4w103vpkxcslbr9j,"TPG Growth V, L.P.",2/5/2021,400000000,161104294,239519967,200807158,820701,201627859,1.300,40523565,0.33000,Growth Equity,,,,,,,,,,,,,,
3/31/2016,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,0,150000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2016,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,123072,149876928,0,0,0,NA,-123072,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2016,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,123072,149876928,0,0,0,0.000,-123072,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,27121877,122878123,24158018,0,24158018,0.900,-2963858,-0.49470,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,72737204,77262796,67908281,0,67908281,0.900,-4828923,-0.32500,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2017,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,72737204,77262796,66301970,0,66301970,0.900,-6435233,-0.20240,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2017,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,71800184,78199816,82904500,0,82904500,1.200,11104317,0.24510,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2017,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,79881125,70118875,98439557,0,98439557,1.200,18558432,0.28700,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2018,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,79881125,57394450,113834608,0,113834608,1.400,33953483,0.38880,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2018,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,92605550,57394450,124002483,0,124002483,1.300,31396933,0.27780,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2018,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,110127197,39872803,152348827,0,152348827,1.400,42221630,0.29130,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,113001449,46135270,150058104,9401442,159459546,1.400,46458097,0.26130,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,118303186,46716518,162390903,15879442,178270345,1.500,59967160,0.28100,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,118303186,46716518,160173882,15879442,176053324,1.500,57750139,0.23650,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,118303186,46716518,160090846,15879442,175970288,1.500,57667103,0.20880,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,118303186,46716518,163520036,15879442,179399478,1.500,61096293,0.19660,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,118303186,46716518,161096664,15879442,176976105,1.500,58672920,0.17200,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,125422222,39597482,195433435,15879442,211312877,1.700,85890655,0.21610,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,125422222,39597482,195366795,15879442,211246237,1.700,85824016,0.19780,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,125422222,39597482,196304881,15879442,212184323,1.700,86762101,0.18400,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,125422222,39597482,197435645,15879442,213315087,1.700,87892865,0.17270,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,68vup4so9c5i7vahgcbh,"PAG Asia II, L.P.",5/5/2016,150000000,125422222,39597482,235228081,15879442,251107523,2.000,125685301,0.21300,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2014,691xyr4p729az9ss34ja,"Permira Europe V, L.P.",6/12/2014,437134369,93589214,343980512,86042598,0,86042598,0.900,-7546615,-0.08060,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2014,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,412559747,128208024,284787080,115293158,0,115293158,0.900,-12914866,-0.11230,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2014,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,400802211,138511512,262726056,124413800,22604,124436403,0.900,-14075109,-0.11540,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2015,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,371089435,146929912,224594880,125784122,22604,125806725,0.900,-21123187,-0.16520,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2015,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,379538427,218961912,161011872,201586628,4415160,206001788,0.900,-12960124,-0.09190,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2015,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,381438846,246044664,135829538,222849189,4415160,227264348,0.900,-18780316,-0.09600,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2015,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,377144573,259579384,118000546,244220136,4415160,248635295,1.000,-10944089,-0.04260,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2016,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,381322883,259579384,122178856,259080214,4415160,263495373,1.000,3915989,0.01210,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2016,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,379024614,290615416,88844555,289665810,4415160,294080969,1.000,3465553,0.00890,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2016,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,380083607,316773944,63745020,332502868,4415160,336918028,1.100,20144084,0.04310,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2016,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,376693891,333803992,43325256,350519231,4415160,354934391,1.100,21130398,0.03830,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2017,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,377379918,333889752,43925523,366519482,4415160,370934641,1.100,37044889,0.05740,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2017,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,380192829,343890904,36737282,424791677,4415160,429206837,1.200,85315932,0.11150,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2017,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,381603667,354629464,27409560,451828146,4415160,456243305,1.300,101613841,0.11650,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2017,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,381986527,354629464,27792419,482020298,12023706,494044004,1.400,139414539,0.13920,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2018,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,347535200,358870259,28590970,458493883,71767784,530261667,1.500,171391407,0.15200,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2018,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,346050200,358870259,27105970,431745193,125742459,557487653,1.600,198617393,0.15940,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2018,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,379234925,359785777,60290696,424906593,150104631,575011223,1.600,215225446,0.15970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,378404828,359785777,59460599,441509309,150104631,591613940,1.600,231828163,0.16000,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,377228798,359785777,58284568,436865531,179991133,616856664,1.700,257070887,0.16460,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,377603712,364698817,35953373,505864357,179991133,685855490,1.900,321156673,0.18580,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,376168333,368624042,34517993,521157286,280599797,801757084,2.200,433133042,0.21970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,377112766,368624042,35462427,621555701,283082079,904637780,2.500,536013739,0.24360,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,376432425,368624042,34782085,515801022,343546882,859347904,2.300,490723862,0.22090,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,377154777,370697035,35504438,484104833,462921886,947026719,2.600,576329684,0.23800,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,378722276,370697035,37071936,525006184,462921886,987928069,2.700,617231034,0.24130,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,379761213,386316908,22811947,633030002,509753726,1142783728,3.000,756466819,0.26440,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,378762515,382361418,21813248,546409067,610579197,1156988264,3.000,774626846,0.26140,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,691xyr4p729az9ss34ja,"Permira V, L.P.",6/12/2014,379049477,382361418,18269870,617260201,614852241,1232112442,3.200,849751024,0.26860,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2014,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,25375000,324625000,23644196,0,23644196,0.900,-1730804,-0.06820,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2014,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,25375000,324625000,24577029,0,24577029,1.000,-797971,-0.03140,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,53375000,296625000,55099812,0,55099812,1.000,1724812,0.05470,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,84000000,266000000,85827790,0,85827790,1.000,1827790,0.04590,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,92750000,257250000,95364212,0,95364212,1.000,2614212,0.04710,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2015,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,94500000,255500000,93880725,4731684,98612409,1.000,4112409,0.05200,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2016,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,108500000,241500000,110021514,4731684,114753198,1.100,6253198,0.05980,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2016,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,145250000,204750000,149325345,4731684,154057029,1.100,8807029,0.06390,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2016,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,156625000,193375000,168021591,4731684,172753275,1.100,16128275,0.09070,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,182000000,168000000,198959014,16320626,215279640,1.200,33279640,0.14840,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,196875000,153125000,194709699,51688569,246398268,1.300,49523268,0.17950,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2017,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,211750000,138250000,219899889,51688569,271588458,1.300,59838458,0.18420,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2017,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,274896008,75103992,284164723,65002661,349167384,1.300,74271376,0.19240,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2017,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,299396008,50603992,316290257,71772566,388062823,1.300,88666815,0.19380,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2018,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,299396008,50603992,330850509,88379971,419230480,1.400,119834472,0.22130,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2018,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,301037581,50603992,292062768,147354797,439417565,1.500,138379984,0.22580,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2018,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,303094179,48547394,309563301,154858526,464421827,1.500,161327648,0.23480,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2018,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,310094179,41547394,275451524,205007685,480459209,1.500,170365030,0.22860,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2019,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,310094179,41547394,300820725,205007685,505828410,1.600,195734231,0.23900,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2019,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,312719179,38922394,332742310,215068113,547810423,1.800,235091244,0.25760,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2019,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,312719179,38922394,335446410,240915108,576361518,1.800,263642339,0.26400,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2019,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,317969179,33672394,362021983,250406693,612428676,1.900,294459497,0.27050,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
03/31/2020,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,317969179,33672394,280548784,298686385,579235169,1.800,261265990,0.23840,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2020,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,317969179,33672394,341182206,298686385,639868591,2.000,321899412,0.26310,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
09/30/2020,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,324173574,27467999,466254518,387585621,853840139,2.600,529666565,0.34090,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2020,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,336209259,23162914,672054997,520619940,1192674937,3.500,856465678,0.42410,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2021,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,336226646,23145527,768350058,545560950,1313911008,3.900,977684362,0.43700,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2021,6be2acskb2kfvz2lebnk,"GTCR Fund XI, L.P.",9/2/2014,350000000,336226646,23145527,808989100,599303431,1408292531,4.200,1072065885,0.44160,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2015,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,166426273,0,166426273,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2015,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,168633823,1098339,167535484,0,0,0,0.000,-1098339,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2015,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,163907500,2123636,161783865,0,0,0,0.000,-2123636,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,169639122,2907297,166731824,0,0,0,0.000,-2907297,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,166257362,2907297,163350065,0,0,0,NA,-2907297,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,168165566,16471316,151694249,11288161,0,11288161,0.700,-5183155,-0.68250,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,158927445,17117754,141809691,10946547,0,10946547,0.600,-6171206,-0.54000,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,160657696,36879717,123777980,30666071,126032,30792103,0.800,-6087614,-0.37510,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,169213838,37511070,131828800,37033138,126032,37159169,1.000,-351900,-0.01410,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,173627995,40450994,133303033,41413275,126032,41539306,1.000,1088312,0.03090,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2017,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,175303189,51889186,123540034,65361818,126032,65487849,1.300,13598663,0.27290,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,178531792,64140149,114517674,82139666,126032,82265697,1.300,18125548,0.27000,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,173463855,80519619,93070268,91817925,118420,91936345,1.100,11416726,0.13190,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,172839908,81269457,91696483,93221996,118420,93340416,1.100,12070959,0.11170,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2018,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,171622579,86809725,84938885,91241488,118420,91359908,1.100,4550183,0.03560,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,170092728,96612867,73605892,106737767,118420,106856187,1.100,10243320,0.06620,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,171083535,97301357,73908209,116989200,118420,117107620,1.200,19806263,0.10700,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2019,6hjkr520gpckojyg2hxx,"Rhone Partners V, L.P.",7/16/2015,168265197,103454854,68196441,119765678,3378486,123144165,1.200,19689311,0.09280,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
